web-scraper-order,web-scraper-start-url,link2,link2-href,name,degree,speciality,price,verified,yearsofexp,region
1695138773-9,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22cardiologist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Ravindranath Reddy D.R,https://www.practo.com/bangalore/doctor/dr-ravindranath-reddy-d-r-cardiologist?practice_id=664585&specialization=Cardiologist&referrer=doctor_listing&page_uid=64d364f9-d47b-4ec9-8b3a-593fc7d761c5,Dr. Ravindranath Reddy D.R,"MBBS, MD - General Medicine, DM - Cardiology",Cardiologist,₹ 800,Medical Registration Verified,17 Years Experience Overall,Kalyan Nagar
1695138781-10,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22cardiologist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Akshay Kumar Singh,https://www.practo.com/bangalore/doctor/dr-akshay-kumar-singh-cardiac-surgeon?practice_id=700041&specialization=Cardiologist&referrer=doctor_listing&page_uid=64d364f9-d47b-4ec9-8b3a-593fc7d761c5,Dr. Akshay Kumar Singh,"MBBS, MS - General Surgery, MCh - Cardio Thoracic and Vascular Surgery","Cardiothoracic and Vascular Surgeon,",₹ 600,Medical Registration Verified,18 Years Experience Overall  (9 years as specialist),Yeshwanthpur
1695199405-1,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Ear-nose-throat%20(ent)%20Specialist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Ruchi Rajput,https://www.practo.com/bangalore/doctor/ruchi-rajput-ear-nose-throat-ent-specialist?practice_id=1375819&specialization=Ear-nose-throat%20(ent)%20Specialist&referrer=doctor_listing&page_uid=0e18bb26-d01c-4893-92fb-b45ae29bb689,Dr. Ruchi Rajput,"MBBS, MS - ENT","ENT/ Otorhinolaryngologist,",₹ 700,Medical Registration Verified,18 Years Experience Overall  (13 years as specialist),Yemalur
1695199426-2,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Ear-nose-throat%20(ent)%20Specialist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Santosh Shivaswamy,https://www.practo.com/bangalore/doctor/dr-santosh-shivaswamy-ear-nose-throat-ent-specialist?practice_id=637575&specialization=Ear-nose-throat%20(ent)%20Specialist&referrer=doctor_listing&page_uid=0e18bb26-d01c-4893-92fb-b45ae29bb689,Dr. Santosh Shivaswamy,"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",ENT/ Otorhinolaryngologist,₹ 800,Medical Registration Verified,21 Years Experience Overall  (16 years as specialist),Hebbal
1695199447-3,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Ear-nose-throat%20(ent)%20Specialist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Gladson Guddappa Uchil,https://www.practo.com/bangalore/doctor/dr-gladson-guddappa-uchil-ear-nose-throat-ent-specialist-somnologist?practice_id=664431&specialization=Ear-nose-throat%20(ent)%20Specialist&referrer=doctor_listing&page_uid=0e18bb26-d01c-4893-92fb-b45ae29bb689,Dr. Gladson Guddappa Uchil,"MBBS, Diploma in Otorhinolaryngology (DLO)",ENT/ Otorhinolaryngologist,₹ 950,Medical Registration Verified,26 Years Experience Overall  (23 years as specialist),Rajajinagar
1695199468-4,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Ear-nose-throat%20(ent)%20Specialist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Veena Yagna,https://www.practo.com/bangalore/doctor/veena-yagna-ear-nose-throat-ent-specialist?practice_id=704559&specialization=Ear-nose-throat%20(ent)%20Specialist&referrer=doctor_listing&page_uid=0e18bb26-d01c-4893-92fb-b45ae29bb689,Dr. Veena Yagna,"MBBS, DNB - Otorhinolaryngology",ENT/ Otorhinolaryngologist,₹ 600,Medical Registration Verified,15 Years Experience Overall  (9 years as specialist),Kalyan Nagar
1695199489-5,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Ear-nose-throat%20(ent)%20Specialist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Dhanraj G A,https://www.practo.com/bangalore/doctor/dr-dhanraj-g-a-ear-nose-throat-ent-specialist-1?practice_id=1276829&specialization=Ear-nose-throat%20(ent)%20Specialist&referrer=doctor_listing&page_uid=0e18bb26-d01c-4893-92fb-b45ae29bb689,Dr. Dhanraj G A,"MBBS, MS - ENT",ENT/ Otorhinolaryngologist,₹ 800,Medical Registration Verified,17 Years Experience Overall  (16 years as specialist),Bomannahalli
1695199510-6,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Ear-nose-throat%20(ent)%20Specialist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Shruti Manjunath,https://www.practo.com/bangalore/doctor/shruti-manjunath-ear-nose-throat-ent-specialist?practice_id=896645&specialization=Ear-nose-throat%20(ent)%20Specialist&referrer=doctor_listing&page_uid=0e18bb26-d01c-4893-92fb-b45ae29bb689,Dr. Shruti Manjunath,"MBBS, MS - ENT",ENT/ Otorhinolaryngologist,₹ 700,Medical Registration Verified,13 Years Experience Overall  (7 years as specialist),Indiranagar
1695199531-7,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Ear-nose-throat%20(ent)%20Specialist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Sampath Chandra Prasad Rao,https://www.practo.com/bangalore/doctor/sampath-chandra-prasad-rao-ear-nose-throat-ent-specialist?practice_id=1134531&specialization=Ear-nose-throat%20(ent)%20Specialist&referrer=doctor_listing&page_uid=0e18bb26-d01c-4893-92fb-b45ae29bb689,Dr. Sampath Chandra Prasad Rao,"MS - ENT, MBBS, DNB - Otorhinolaryngology, Fellow of American College of Surgeons(FACS)","ENT/ Otorhinolaryngologist,","₹ 1,000",Medical Registration Verified,22 Years Experience Overall  (17 years as specialist),Koramangla
1695199552-8,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Ear-nose-throat%20(ent)%20Specialist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Archana Muralidharan,https://www.practo.com/bangalore/doctor/dr-archana-muralidharan-ear-nose-throat-ent-specialist-2?practice_id=637575&specialization=Ear-nose-throat%20(ent)%20Specialist&referrer=doctor_listing&page_uid=0e18bb26-d01c-4893-92fb-b45ae29bb689,Dr. Archana Muralidharan,"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology","ENT/ Otorhinolaryngologist,",₹ 800,Medical Registration Verified,21 Years Experience Overall  (17 years as specialist),Hebbal
1695199573-9,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Ear-nose-throat%20(ent)%20Specialist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Shantala M.N,https://www.practo.com/bangalore/doctor/dr-shantala-m-n-ear-nose-throat-ent-specialist?practice_id=1041383&specialization=Ear-nose-throat%20(ent)%20Specialist&referrer=doctor_listing&page_uid=0e18bb26-d01c-4893-92fb-b45ae29bb689,Dr. Shantala M.N,"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology",ENT/ Otorhinolaryngologist,₹ 650,Medical Registration Verified,24 Years Experience Overall  (23 years as specialist),Jayanagar
1695199594-10,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22Ear-nose-throat%20(ent)%20Specialist%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Ravi Sachidananda,https://www.practo.com/bangalore/doctor/dr-ravi-sachidananda-ear-nose-throat-ent-specialist?practice_id=700041&specialization=Ear-nose-throat%20(ent)%20Specialist&referrer=doctor_listing&page_uid=0e18bb26-d01c-4893-92fb-b45ae29bb689,Dr. Ravi Sachidananda,"MBBS, MS - ENT, DNB - Otorhinolaryngology, MRCS (UK), Diploma in Otorhinolaryngology (DLO), FRCS - Otolaryngology","ENT/ Otorhinolaryngologist,",₹ 500,Medical Registration Verified,29 Years Experience Overall  (25 years as specialist),Yeshwanthpur
